Age,Gender,Weight(kg),Height(m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration(hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake(liters),Workout_Frequency(days/week),Experience_Level,BMI
38,Female,59.1,1.72,196,148,68,1.07,792.0,Cardio,31.3,1.7,3,2,19.98
47,Female,49.9,1.69,178,147,64,1.48,979.0,HIIT,26.0,1.7,3,2,17.47
50,,101.7,1.67,192,127,57,0.53,333.0,HIIT,20.9,2.9,2,1,36.47
45,,93.0,1.91,175,143,55,1.03,729.0,Cardio,27.3,3.7,3,2,25.49
50,,87.4,1.6,182,122,67,0.77,465.0,Strength,23.2,3.1,2,1,34.14
22,Female,55.1,1.61,166,144,68,1.62,1166.0,HIIT,19.9,2.7,4,3,21.26
36,,123.7,1.69,185,138,73,1.3,987.0,Cardio,20.4,2.1,4,2,43.31
21,Female,61.3,1.57,191,152,64,1.94,1474.0,HIIT,17.2,2.7,4,3,24.87
52,,72.3,1.94,171,121,56,1.46,874.0,Yoga,21.1,2.9,3,2,19.21
34,Female,69.2,1.53,167,134,59,1.36,911.0,HIIT,28.5,2.1,2,1,29.56
45,,81.4,1.61,164,141,55,1.14,796.0,Cardio,30.0,2.2,4,2,31.4
47,,84.8,,187,129,63,,1181.0,HIIT,14.4,3.5,5,3,24.51
46,,55.1,1.72,164,137,66,1.43,970.0,Yoga,20.5,3.6,3,2,18.62
23,Female,59.0,1.78,185,141,58,1.67,1177.0,Yoga,17.8,2.7,5,3,18.62
52,Female,64.9,1.51,164,165,68,,1359.0,HIIT,18.2,2.7,4,3,28.46
58,,109.7,1.75,181,168,54,1.01,840.0,HIIT,22.1,2.7,2,1,35.82
54,,78.4,1.9,174,146,72,0.81,585.0,Yoga,21.5,3.7,2,1,21.72
41,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4,2,23.94
46,Female,63.1,1.61,187,152,68,1.0,684.0,Strength,34.7,2.2,4,2,24.34
48,Female,62.9,1.58,192,124,69,1.98,1105.0,Strength,20.0,2.7,4,3,25.2
52,,85.6,1.74,182,145,56,,1321.0,Yoga,13.9,3.5,4,3,28.27
50,Female,66.3,1.57,192,132,73,1.25,742.0,HIIT,31.6,1.6,2,1,26.9
38,,61.3,1.97,177,146,51,1.37,1100.0,Cardio,23.5,2.8,3,1,15.8
49,Female,44.1,1.65,189,133,74,1.16,694.0,HIIT,26.7,1.8,4,2,16.2
40,,63.8,1.62,185,143,72,1.3,1022.0,HIIT,20.8,3.4,2,1,24.31
50,Female,55.4,1.55,175,122,65,,1016.0,Strength,18.5,2.7,4,3,23.06
20,Female,74.7,1.58,172,166,62,1.04,863.0,Strength,32.8,2.4,3,2,29.92
35,Female,78.0,1.67,198,168,57,1.13,949.0,Strength,33.3,2.5,4,2,27.97
42,Female,57.5,1.67,192,149,55,1.14,764.0,Yoga,34.1,2.4,2,1,20.62
59,Female,60.7,1.73,185,154,55,1.03,714.0,Yoga,33.8,2.5,3,2,20.28
48,,69.0,1.74,160,167,58,1.48,1223.0,HIIT,30.0,2.3,3,2,22.79
20,Female,75.8,1.78,197,133,53,1.42,944.0,HIIT,27.4,2.0,4,2,23.92
57,Female,75.7,1.63,161,131,60,0.69,407.0,Cardio,32.6,2.3,3,1,28.49
41,Female,71.2,1.64,165,147,54,1.42,939.0,HIIT,30.9,2.3,3,2,26.47
49,,85.0,1.68,197,163,74,,1468.0,HIIT,11.3,3.5,4,3,30.12
39,Female,63.6,1.56,183,148,66,1.22,903.0,Strength,34.8,2.4,2,1,26.13
40,,73.2,1.94,177,162,69,0.81,722.0,Strength,29.0,2.4,2,1,19.45
19,Female,48.3,1.52,186,136,56,0.96,653.0,Strength,26.3,1.6,2,1,20.91
44,Female,42.8,1.78,167,159,64,1.49,1066.0,Strength,25.3,2.6,3,2,13.51
59,,88.1,1.76,187,168,74,1.35,1123.0,Strength,26.9,3.0,3,2,28.44
19,Female,72.4,1.75,169,140,64,1.2,840.0,Cardio,31.0,1.7,4,2,23.64
43,,73.2,,176,142,63,1.17,822.0,Cardio,29.4,3.3,3,1,20.71
34,,110.5,,188,139,62,1.42,1086.0,Cardio,22.3,3.6,2,1,31.94
57,Female,46.1,1.76,165,130,60,1.44,842.0,Strength,25.8,1.7,3,2,14.88
50,,90.8,1.71,173,153,62,1.07,810.0,Yoga,22.6,3.4,4,2,31.05
26,Female,59.3,1.51,181,129,71,1.7,1096.0,Strength,15.1,2.7,5,3,26.01
56,Female,45.1,1.73,165,129,73,0.83,482.0,Strength,25.4,2.6,3,1,15.07
46,,45.0,1.77,185,162,58,1.48,1187.0,Cardio,29.1,3.6,3,2,14.36
59,,89.4,1.62,198,125,59,1.43,885.0,Strength,23.5,3.6,3,2,34.06
43,,127.7,1.69,171,155,53,1.14,875.0,Cardio,24.1,2.9,3,2,44.71
52,,70.9,1.72,194,143,66,1.31,927.0,Strength,20.2,2.6,3,2,23.97
42,Female,49.2,1.5,173,131,63,1.15,678.0,HIIT,27.7,1.5,3,2,21.87
41,Female,62.3,1.79,181,162,73,1.99,1451.0,Yoga,19.0,2.7,5,3,19.44
30,,64.1,,182,142,67,0.64,500.0,Yoga,26.2,2.1,2,1,18.33
24,Female,69.7,1.75,166,146,60,1.41,1029.0,Cardio,32.5,2.0,3,1,22.76
53,Female,56.9,1.59,199,164,65,1.49,1100.0,HIIT,29.5,2.0,3,2,22.51
37,Female,53.0,1.71,184,156,50,1.13,881.0,Yoga,28.1,1.7,4,2,18.13
18,Female,72.7,1.55,172,125,56,0.84,525.0,Cardio,29.8,2.0,3,1,30.26
25,,76.5,1.96,180,120,59,0.67,442.0,Strength,23.2,2.3,3,1,19.91
33,,113.6,1.99,169,125,58,1.38,949.0,Strength,28.4,3.4,2,1,28.69
31,Female,62.5,1.62,168,169,74,1.56,1318.0,HIIT,16.5,2.7,4,3,23.81
29,,95.2,,174,141,52,0.64,496.0,Yoga,26.6,2.5,2,1,27.52
40,,51.7,,161,160,71,0.9,792.0,Strength,21.4,3.0,3,1,15.61
32,,105.3,1.67,184,143,72,0.57,448.0,Cardio,26.9,2.9,3,1,37.76
45,Female,71.2,1.68,172,144,63,1.37,888.0,Strength,34.1,1.6,3,1,25.23
51,Female,78.1,1.51,193,134,74,0.92,555.0,Strength,31.1,2.6,3,1,34.25
19,Female,50.6,1.68,193,145,64,1.21,877.0,Yoga,30.6,2.1,3,2,17.93
49,,70.2,,194,127,51,0.7,440.0,Yoga,29.6,2.6,3,1,19.65
40,Female,62.6,1.53,197,143,73,1.93,1380.0,Cardio,18.1,2.7,5,3,26.74
39,Female,60.6,1.65,162,167,63,0.92,768.0,HIIT,27.6,1.7,3,1,22.26
42,,76.4,1.97,165,157,65,1.14,886.0,HIIT,22.9,2.6,3,2,19.69
39,Female,63.3,1.71,178,125,56,,1175.0,Strength,18.5,2.7,4,3,21.65
39,Female,68.6,1.64,162,154,53,1.33,1024.0,Cardio,32.4,1.5,3,2,25.51
59,,123.3,,177,161,67,1.3,1036.0,HIIT,23.0,2.6,4,2,34.89
23,,107.0,1.94,198,120,73,1.35,891.0,HIIT,23.5,2.9,2,1,28.43
32,,68.3,1.92,168,165,54,1.42,1289.0,Strength,29.9,3.5,2,1,18.53
54,Female,47.8,1.6,171,155,55,1.19,830.0,Cardio,26.0,2.3,4,2,18.67
50,Female,58.4,1.79,164,131,56,1.6,943.0,HIIT,17.0,2.7,4,3,18.23
25,Female,74.3,1.71,162,157,64,1.43,1123.0,Yoga,25.6,1.6,3,2,25.41
22,,106.8,,170,130,50,1.0,715.0,Yoga,28.2,2.3,4,2,32.24
56,,125.5,1.8,189,131,73,1.26,817.0,Strength,20.9,2.7,4,2,38.73
21,Female,55.2,1.55,163,161,53,1.37,1103.0,Strength,31.7,1.7,4,2,22.98
23,Female,71.4,1.72,164,169,74,1.25,1056.0,Strength,25.6,1.5,2,1,24.13
49,,77.7,1.61,160,158,50,1.03,806.0,Strength,26.7,3.4,3,2,29.98
47,,88.4,1.6,186,126,60,,1160.0,HIIT,14.2,3.5,5,3,34.53
52,,104.8,1.99,187,130,67,0.93,598.0,Cardio,24.0,2.0,2,1,26.46
57,,82.2,1.69,188,155,63,1.15,882.0,Strength,25.2,3.4,4,2,28.78
33,Female,68.2,1.75,177,150,71,0.85,638.0,Strength,29.0,1.7,2,1,22.27
30,,91.4,1.99,171,152,60,1.37,1145.0,HIIT,23.0,3.7,3,2,23.08
59,Female,42.1,1.65,172,132,59,1.22,725.0,Strength,33.0,2.2,2,1,15.46
47,Female,68.7,1.76,161,137,66,1.37,845.0,Strength,27.7,2.4,3,2,22.18
36,Female,47.2,1.74,196,160,53,1.5,1200.0,Cardio,32.2,1.6,4,2,15.59
34,,92.0,1.76,175,143,73,0.73,574.0,Yoga,22.1,3.5,3,1,29.7
36,,56.2,1.95,183,128,64,1.09,767.0,Strength,22.5,3.4,4,2,14.78
45,,58.4,1.72,194,150,65,1.31,973.0,HIIT,23.4,3.1,4,2,19.74
43,,82.9,1.95,181,160,70,1.9,1505.0,Cardio,12.9,3.5,5,3,21.8
54,Female,66.9,1.74,195,129,62,1.24,720.0,HIIT,29.5,2.1,2,1,22.1
43,,66.3,,170,121,58,1.18,707.0,Cardio,27.5,3.2,2,1,19.37
40,,93.6,1.93,188,157,60,1.38,1192.0,Cardio,22.1,2.0,3,1,25.13
26,Female,64.1,1.5,194,134,60,1.93,1293.0,Strength,15.1,2.7,5,3,28.49
29,,86.7,1.62,174,122,55,1.52,1020.0,Strength,13.9,3.5,4,3,33.04
18,Female,62.0,1.59,190,162,50,1.23,996.0,Strength,33.2,2.2,4,2,24.52
18,Female,58.1,1.61,175,150,71,1.9,1425.0,Yoga,15.3,2.7,4,3,22.41
51,Female,64.9,1.6,169,125,55,1.49,838.0,Yoga,31.1,2.5,4,2,25.35
49,Female,69.3,1.62,191,122,62,1.14,626.0,HIIT,28.8,1.9,4,2,26.41
42,Female,42.7,1.74,161,130,71,1.04,608.0,Strength,32.9,1.6,3,1,14.1
57,Female,51.4,1.63,183,134,73,1.2,724.0,Yoga,33.7,2.0,4,2,19.35
18,Female,67.4,1.6,182,164,71,0.6,492.0,Strength,33.5,2.4,3,1,26.33
33,Female,55.6,1.61,161,147,54,1.77,1301.0,Yoga,18.9,2.7,4,3,21.45
56,,125.3,,197,129,64,1.0,639.0,Yoga,22.7,2.2,3,2,36.22
22,,102.1,,190,157,67,1.48,1278.0,Cardio,28.1,2.4,4,2,29.83
39,,61.9,1.77,199,166,69,1.32,1205.0,Strength,25.3,2.3,3,1,19.76
46,,108.8,1.64,185,169,63,1.4,1171.0,Strength,20.5,3.4,3,1,40.45
20,Female,51.1,1.58,188,169,64,0.5,422.0,Yoga,29.6,1.6,2,1,20.47
29,,81.7,1.99,162,126,54,1.45,1005.0,Strength,29.4,3.2,2,1,20.63
43,Female,42.7,1.66,173,134,53,0.73,440.0,Yoga,33.9,1.9,2,1,15.5
33,,81.8,1.99,184,137,51,1.59,1198.0,Strength,10.5,3.5,4,3,20.66
54,,54.6,1.76,160,137,56,1.28,868.0,Cardio,27.4,3.3,4,2,17.63
39,,107.7,,162,160,59,0.72,634.0,Strength,28.1,3.6,2,1,30.47
46,Female,56.9,1.6,185,143,65,0.88,566.0,Cardio,27.7,1.6,3,1,22.23
31,,78.8,1.71,177,121,59,1.49,992.0,HIIT,24.7,2.5,4,2,26.95
45,Female,48.2,1.64,168,159,67,1.25,894.0,Strength,32.1,2.5,4,2,17.92
22,Female,50.7,1.59,197,139,66,1.27,883.0,Strength,29.4,1.8,3,2,20.05
47,,86.6,1.99,182,153,70,1.98,1500.0,Strength,10.6,3.5,4,3,21.87
22,,96.3,1.63,180,162,62,1.35,1203.0,Cardio,27.1,2.4,4,2,36.25
29,,80.8,1.98,160,145,50,1.65,1316.0,Strength,14.6,3.5,5,3,20.61
33,Female,58.0,1.53,180,126,50,,1159.0,Strength,18.3,2.7,5,3,24.78
43,,95.9,,186,157,64,1.28,995.0,Yoga,27.7,3.4,2,1,28.02
43,Female,61.5,1.58,165,149,50,,1247.0,HIIT,16.8,2.7,5,3,24.64
38,Female,40.6,1.79,195,161,55,0.62,499.0,Cardio,26.8,2.7,2,1,12.67
56,,82.5,,187,124,74,1.51,927.0,Yoga,13.2,3.5,5,3,23.59
53,,105.1,,176,130,62,0.69,444.0,Cardio,23.3,2.9,3,1,31.04
50,Female,58.1,1.58,199,120,50,1.93,1042.0,Yoga,19.3,2.7,5,3,23.27
47,Female,61.0,1.76,162,153,54,1.54,1060.0,HIIT,15.6,2.7,5,3,19.69
54,Female,64.5,1.53,171,120,58,1.74,940.0,Yoga,17.2,2.7,4,3,27.55
40,,58.2,1.98,198,138,74,1.43,1085.0,Cardio,24.0,2.5,3,2,14.85
27,Female,69.5,1.76,171,121,66,0.94,569.0,Strength,34.4,2.0,3,1,22.44
22,,62.2,,161,140,65,0.51,393.0,Strength,21.5,2.3,3,1,18.37
53,Female,68.0,1.7,181,139,57,1.06,663.0,HIIT,25.1,2.4,4,2,23.53
51,Female,56.3,1.5,182,142,66,1.43,914.0,Cardio,27.4,2.4,3,1,25.02
48,,94.5,1.7,189,140,64,1.01,700.0,Cardio,28.2,3.5,3,2,32.7
27,Female,58.0,1.79,164,143,73,1.39,994.0,Cardio,27.1,1.5,2,1,18.1
36,,84.0,1.94,168,123,50,1.8,1218.0,HIIT,11.2,3.5,5,3,22.32
49,,61.0,,180,131,61,1.14,739.0,Strength,21.3,3.0,4,2,17.44
18,Female,64.8,1.53,170,141,54,1.98,1396.0,Yoga,18.6,2.7,5,3,27.68
22,,45.7,1.77,164,139,73,1.04,795.0,HIIT,20.7,2.4,3,1,14.59
21,,80.9,1.9,194,137,55,1.8,1356.0,Yoga,11.7,3.5,4,3,22.41
33,Female,64.1,1.63,186,120,74,1.58,948.0,Strength,16.4,2.7,5,3,24.13
41,,67.0,1.77,161,149,50,1.22,900.0,HIIT,25.6,2.6,3,2,21.39
33,,106.5,1.6,183,152,74,1.4,1170.0,Strength,27.3,3.3,4,2,41.6
19,,95.1,,190,143,50,1.21,952.0,Yoga,25.3,2.3,4,2,27.79
45,Female,65.5,1.57,192,133,59,0.66,395.0,Cardio,34.3,2.3,2,1,26.57
49,,105.7,1.64,198,155,59,1.2,921.0,Cardio,29.5,3.1,3,2,39.3
44,Female,48.0,1.76,189,124,52,0.88,491.0,Yoga,28.6,2.6,2,1,15.5
37,Female,69.5,1.5,196,130,66,0.69,448.0,Cardio,32.8,2.4,2,1,30.89
41,,66.1,1.69,187,143,68,0.77,545.0,Yoga,27.4,3.4,2,1,23.14
29,,68.0,1.7,190,150,60,0.76,627.0,HIIT,28.9,2.9,2,1,23.53
52,,50.3,1.78,170,132,67,0.85,555.0,HIIT,24.5,2.3,2,1,15.88
50,Female,69.3,1.68,182,135,51,1.2,729.0,HIIT,30.3,2.0,2,1,24.55
50,,86.7,1.63,161,143,58,1.7,1203.0,Cardio,12.1,3.5,4,3,32.63
54,,125.9,1.94,199,132,73,1.35,882.0,Strength,28.5,2.9,3,2,33.45
29,,88.1,1.93,186,143,66,,1479.0,Cardio,11.1,3.5,5,3,23.65
20,,124.3,,194,145,63,1.25,997.0,Cardio,22.4,3.2,3,2,37.53
18,,62.0,,161,121,53,0.88,586.0,Strength,23.7,3.0,3,1,18.12
50,Female,69.7,1.72,198,135,66,1.24,753.0,Strength,27.3,2.0,4,2,23.56
57,Female,60.9,1.52,196,157,66,1.31,926.0,Strength,30.6,1.8,3,2,26.36
27,,76.5,1.97,180,165,61,1.13,1025.0,Strength,21.3,2.3,2,1,19.71
46,,94.7,,164,120,69,1.47,873.0,Cardio,23.2,3.2,3,2,28.59
30,,67.9,1.75,180,168,67,1.25,1155.0,Yoga,29.1,3.1,2,1,22.17
29,,121.1,,188,130,52,1.31,937.0,HIIT,24.1,3.2,4,2,34.63
48,Female,71.5,1.64,179,154,60,1.46,1012.0,Yoga,32.5,1.9,4,2,26.58
19,,98.6,1.7,197,162,74,0.83,740.0,Cardio,21.1,2.4,2,1,34.12
52,Female,68.2,1.63,179,148,67,1.17,779.0,Strength,27.5,2.4,3,1,25.67
40,Female,57.7,1.69,184,156,53,1.18,920.0,HIIT,33.1,2.4,4,2,20.2
34,,124.6,1.63,161,136,66,1.41,1055.0,HIIT,27.6,2.8,3,2,46.9
43,Female,73.0,1.59,191,158,67,1.31,931.0,Yoga,28.9,2.2,3,1,28.88
25,Female,59.4,1.51,185,161,54,1.62,1304.0,Cardio,19.8,2.7,5,3,26.05
46,Female,52.0,1.65,165,147,63,0.7,463.0,Cardio,34.1,1.9,2,1,19.1
43,Female,42.2,1.65,162,148,59,1.33,886.0,Cardio,34.6,2.3,3,2,15.5
27,,89.3,1.64,192,162,64,,1622.0,HIIT,12.1,3.5,4,3,33.2
43,,110.0,1.76,160,122,50,1.09,658.0,Yoga,22.0,3.4,3,1,35.51
51,Female,66.2,1.58,164,129,65,0.86,499.0,HIIT,31.3,2.3,3,1,26.52
58,,58.6,1.66,172,161,60,1.21,964.0,HIIT,26.8,2.9,2,1,21.27
24,,51.0,1.67,178,133,72,0.97,710.0,Strength,21.3,2.8,3,1,18.29
21,,101.5,1.95,171,131,69,0.97,699.0,Yoga,27.9,3.1,3,1,26.69
28,,114.2,,184,166,55,1.05,959.0,Strength,20.2,3.2,3,2,32.66
46,,54.4,1.72,194,161,73,0.91,725.0,Cardio,24.8,2.9,2,1,18.39
53,Female,52.4,1.57,171,149,71,1.34,898.0,HIIT,28.3,2.2,3,2,21.26
42,,85.2,,189,151,65,1.54,1151.0,Yoga,13.7,3.5,5,3,26.01
38,,83.6,1.74,164,151,51,1.66,1379.0,Cardio,11.6,3.5,5,3,27.61
53,,115.4,1.92,193,161,50,1.36,1084.0,Yoga,28.3,2.2,4,2,31.3
27,,71.2,1.97,181,151,73,0.74,615.0,HIIT,25.9,3.6,3,1,18.35
54,Female,78.1,1.6,198,145,73,1.1,718.0,Yoga,32.9,2.4,4,2,30.51
26,Female,54.2,1.65,172,120,58,1.07,642.0,Cardio,34.9,1.9,4,2,19.91
41,Female,77.6,1.76,162,161,71,1.27,920.0,Strength,31.8,2.2,4,2,25.05
52,Female,44.1,1.62,179,121,61,1.41,768.0,HIIT,34.8,1.6,3,1,16.8
52,,85.5,1.8,190,136,66,1.7,1144.0,Strength,10.1,3.5,5,3,26.39
53,Female,47.8,1.76,164,149,74,1.06,711.0,HIIT,28.4,1.5,4,2,15.43
35,,102.5,1.94,183,158,64,0.84,730.0,Cardio,21.1,2.4,2,1,27.23
56,,118.0,1.9,199,126,68,0.66,412.0,HIIT,22.6,3.2,2,1,32.69
49,,82.3,,192,146,71,1.29,932.0,Strength,28.4,3.4,4,2,24.31
41,,81.6,,167,128,59,,1185.0,HIIT,10.2,3.5,5,3,23.33
40,,60.2,,183,141,61,1.22,946.0,Cardio,25.2,3.0,3,2,17.03
49,Female,49.2,1.54,179,153,63,1.28,881.0,HIIT,30.7,2.1,3,2,20.75
54,Female,46.6,1.5,175,165,58,1.38,1025.0,Strength,30.6,2.0,2,1,20.71
29,Female,68.7,1.72,171,168,62,1.08,907.0,Cardio,29.8,1.7,4,2,23.22
30,Female,60.6,1.55,172,120,52,1.3,780.0,Strength,32.9,1.6,3,2,25.22
40,,52.1,1.61,198,128,70,0.87,612.0,HIIT,21.3,3.3,2,1,20.1
42,Female,46.6,1.77,184,139,63,0.61,382.0,Yoga,28.1,2.6,2,1,14.87
52,,65.5,1.74,191,138,70,1.48,1011.0,Strength,26.2,2.8,4,2,21.63
58,Female,44.2,1.57,183,155,59,1.08,753.0,HIIT,31.9,2.3,3,1,17.93
47,,89.1,,168,159,65,1.44,1133.0,Yoga,24.0,3.6,3,2,26.32
34,,65.9,1.62,199,164,56,0.81,731.0,Yoga,28.8,2.2,2,1,25.11
37,Female,55.6,1.57,182,123,53,0.97,597.0,Cardio,29.2,2.4,2,1,22.56
42,,63.7,1.98,172,128,69,1.37,868.0,Yoga,24.0,3.0,2,1,16.25
39,,86.2,,191,160,72,1.96,1725.0,Strength,10.2,3.5,5,3,26.02
30,Female,59.2,1.63,174,141,74,,1304.0,Strength,17.8,2.7,4,3,22.28
36,,85.4,,195,137,60,1.98,1492.0,Yoga,13.5,3.5,5,3,24.16
53,Female,68.1,1.55,164,131,65,1.41,831.0,HIIT,26.1,2.2,4,2,28.35
29,Female,60.0,1.62,181,161,69,0.85,684.0,Strength,28.1,1.9,2,1,22.86
58,Female,74.8,1.69,175,162,53,1.28,933.0,Strength,32.8,2.3,4,2,26.19
36,,90.3,1.65,169,158,71,1.38,1199.0,Cardio,23.7,3.4,4,2,33.17
29,,86.1,1.65,183,128,71,1.66,1169.0,HIIT,11.2,3.5,4,3,31.63
26,,73.7,1.66,177,125,72,0.93,639.0,Yoga,26.7,2.2,2,1,26.75
24,Female,67.7,1.56,177,138,66,1.42,980.0,HIIT,27.0,2.1,3,2,27.82
45,,78.3,1.96,166,167,62,1.29,1066.0,Cardio,29.0,2.2,3,1,20.38
31,Female,48.2,1.65,163,166,60,1.1,913.0,Cardio,26.1,2.5,2,1,17.7
48,Female,56.8,1.51,185,126,52,1.37,777.0,HIIT,32.1,2.1,4,2,24.91
36,,112.4,1.63,164,135,58,1.02,757.0,Cardio,25.0,3.4,4,2,42.3
33,Female,59.0,1.67,175,124,55,0.9,558.0,Cardio,33.7,1.9,3,1,21.16
22,,98.4,,194,135,71,0.52,386.0,Cardio,21.3,2.2,2,1,27.84
52,,66.5,1.6,185,120,70,1.34,796.0,HIIT,26.8,2.1,4,2,25.98
29,,106.5,,177,156,60,1.29,1107.0,Cardio,25.7,2.5,4,2,32.51
42,,88.4,1.93,188,158,65,1.68,1314.0,Yoga,12.4,3.5,4,3,23.73
38,,88.4,1.79,182,138,68,1.74,1321.0,Yoga,12.5,3.5,5,3,27.59
53,Female,53.3,1.74,173,156,54,1.37,962.0,Strength,32.2,1.8,3,2,17.6
40,Female,58.1,1.56,174,136,63,0.61,415.0,Yoga,34.4,2.2,2,1,23.87
33,Female,74.2,1.76,192,145,66,1.15,834.0,Strength,25.9,1.5,4,2,23.95
56,,84.6,1.63,184,141,52,1.01,705.0,HIIT,20.2,2.9,4,2,31.84
59,,78.0,1.92,180,127,53,0.72,453.0,Cardio,28.1,2.7,3,1,21.16
56,,89.0,1.68,176,152,65,1.77,1332.0,Yoga,10.5,3.5,5,3,31.53
31,Female,42.7,1.76,182,121,65,1.46,883.0,Strength,34.9,2.2,3,1,13.78
48,,83.9,,176,149,70,1.9,1401.0,HIIT,13.1,3.5,5,3,25.33
22,Female,78.7,1.52,173,166,74,1.45,1204.0,Strength,31.5,2.3,3,2,34.06
52,Female,65.9,1.52,188,139,53,1.27,794.0,Cardio,27.0,2.3,4,2,28.52
40,,76.9,1.92,179,137,68,1.13,851.0,Yoga,22.4,3.7,4,2,20.86
46,,84.3,2.0,189,162,66,,1467.0,HIIT,13.3,3.5,5,3,21.07
28,Female,62.4,1.6,178,129,62,1.1,710.0,Strength,34.1,1.7,3,2,24.37
35,,63.7,1.74,198,143,71,1.03,810.0,HIIT,29.8,2.7,4,2,21.04
29,Female,54.9,1.52,172,123,72,1.48,910.0,Strength,27.0,2.0,3,1,23.76
26,,76.4,1.79,177,156,73,1.17,1004.0,Strength,21.3,2.7,3,2,23.84
27,,106.4,,182,123,50,1.34,907.0,Cardio,20.6,3.1,2,1,30.76
34,Female,68.4,1.5,192,132,61,1.37,904.0,Cardio,33.7,2.1,4,2,30.4
55,,63.5,,198,144,53,1.36,969.0,Strength,22.9,2.9,4,2,18.35
24,Female,59.4,1.5,199,132,60,1.25,825.0,Yoga,25.0,2.0,3,2,26.4
30,,113.4,1.91,177,137,54,1.27,957.0,HIIT,22.2,3.7,3,1,31.08
57,Female,61.9,1.52,168,143,51,0.92,592.0,HIIT,28.4,2.6,3,1,26.79
59,Female,70.7,1.68,192,121,66,1.17,637.0,Cardio,34.9,1.9,3,2,25.05
26,,111.5,1.9,191,167,57,1.02,937.0,Yoga,25.2,2.2,2,1,30.89
44,Female,72.1,1.66,176,152,55,1.4,958.0,Strength,27.0,2.5,2,1,26.16
19,,56.9,,178,138,70,0.61,463.0,Cardio,23.3,3.7,3,1,16.27
22,,86.2,1.9,186,128,58,1.91,1345.0,Strength,11.7,3.5,5,3,23.88
46,,59.4,1.68,165,147,62,1.16,844.0,Strength,20.2,2.5,4,2,21.05
54,Female,75.6,1.72,194,154,60,0.97,672.0,Cardio,26.4,1.9,3,1,25.55
55,Female,76.3,1.73,196,158,65,1.08,768.0,Yoga,32.0,2.6,3,1,25.49
36,,95.8,,193,129,65,1.37,972.0,HIIT,21.2,3.2,3,1,27.69
25,,120.6,,179,120,51,1.04,686.0,Cardio,22.3,2.5,3,2,36.01
18,Female,65.3,1.55,184,161,59,1.42,1143.0,Yoga,28.5,2.2,3,2,27.18
39,,85.3,,163,140,61,0.77,593.0,Strength,27.6,3.6,2,1,23.88
34,,68.0,1.68,169,128,57,0.67,472.0,Cardio,25.8,3.4,2,1,24.09
24,Female,52.6,1.57,169,166,60,1.29,1071.0,HIIT,31.9,2.4,2,1,21.34
42,,63.3,1.77,183,134,59,1.32,876.0,HIIT,25.7,3.3,3,2,20.2
21,Female,76.3,1.65,180,154,62,1.14,878.0,Strength,31.8,1.7,3,2,28.03
53,,61.0,1.63,170,124,74,0.54,331.0,Cardio,20.0,3.4,3,1,22.96
23,Female,67.8,1.61,186,160,66,1.34,1072.0,HIIT,34.3,1.8,2,1,26.16
48,,114.9,,175,141,56,1.36,949.0,Cardio,21.1,3.6,3,1,33.21
36,,88.0,1.71,185,160,73,,1646.0,HIIT,12.0,3.5,5,3,30.09
56,Female,67.7,1.58,189,142,52,1.45,927.0,Strength,32.7,1.9,2,1,27.12
44,,124.8,,175,126,69,1.35,842.0,Strength,24.4,3.5,4,2,36.46
27,Female,53.0,1.58,166,142,62,1.26,895.0,Cardio,34.5,1.8,4,2,21.23
43,,61.2,,175,163,68,1.03,831.0,Yoga,24.7,2.9,3,1,17.32
36,Female,48.7,1.68,194,144,56,1.23,886.0,Yoga,33.7,1.6,3,1,17.25
56,Female,50.6,1.7,175,146,58,1.29,848.0,Strength,33.1,2.3,2,1,17.51
20,Female,72.6,1.73,199,160,68,1.27,1016.0,HIIT,34.8,2.5,3,2,24.26
30,Female,70.4,1.56,171,125,62,1.03,644.0,Yoga,34.3,2.4,4,2,28.93
45,,52.5,,194,153,71,1.08,818.0,Strength,29.0,2.9,4,2,14.85
37,,76.3,1.77,180,128,57,1.36,957.0,HIIT,27.3,2.1,4,2,24.35
45,Female,41.2,1.58,195,168,71,1.47,1111.0,HIIT,28.7,2.6,2,1,16.5
25,Female,55.3,1.76,176,152,67,1.56,1186.0,Yoga,15.5,2.7,4,3,17.85
58,Female,49.7,1.67,191,125,72,1.38,776.0,Strength,31.9,2.3,4,2,17.82
56,,48.3,,165,156,51,0.68,525.0,HIIT,29.8,3.3,3,1,13.81
18,,83.2,1.96,183,150,67,,1510.0,HIIT,13.6,3.5,4,3,21.66
20,,120.5,1.73,186,153,67,1.01,850.0,Cardio,29.3,3.4,3,2,40.26
30,,121.6,2.0,179,160,60,1.24,1091.0,Cardio,28.0,3.3,4,2,30.4
45,Female,73.0,1.75,184,148,50,1.14,759.0,Yoga,26.6,2.0,4,2,23.84
42,Female,57.5,1.67,161,133,63,1.76,1053.0,Cardio,16.2,2.7,5,3,20.62
50,Female,42.7,1.53,168,155,65,1.41,983.0,Strength,28.4,2.4,4,2,18.24
55,,129.9,1.73,187,155,60,0.69,529.0,Yoga,21.7,3.1,3,1,43.4
23,,108.6,1.92,197,134,50,0.89,656.0,Yoga,25.8,3.5,2,1,29.46
